ts_code,ln_cap,beta,momentum_20d,volatility_60d,turnover_20d,pe_ttm,pb,roe,debt_ratio,eps_growth
000555.SZ,14.120291213459966,2.194315438420208,-0.0962288686605982,0.0355418120963378,7.1357,238.382,2.3889,0.0,0.0,0.0
000557.SZ,13.371854184743318,1.1175358502290484,-0.0598290598290596,0.0158607783119512,0.7573,23.014,1.0044,0.0,0.0,0.0
000558.SZ,13.088723820853204,1.3631030534730528,-0.1629464285714286,0.02184507663326,1.702,0.0,4.6021,0.0,0.0,0.0
000559.SZ,15.596850595150402,1.4005082571914038,0.0370584829183555,0.0317917918519579,3.6283,60.0305,7.3164,0.0,0.0,0.0
000560.SZ,13.416999329245124,1.4953207436478515,-0.0468227424749164,0.0283225449715344,2.9144,0.0,0.7233,0.0,0.0,0.0
000561.SZ,13.558418888803988,1.943654550915032,-0.0986908358509567,0.0241620601566174,1.1495,0.0,2.6612,0.0,0.0,0.0
000563.SZ,14.253464810470396,1.0880003321539526,-0.0955223880597015,0.0141053284469857,0.6908,11.6014,0.8474,0.0,0.0,0.0
000564.SZ,14.901214352726385,1.652325575779803,-0.1229946524064172,0.0217410942812713,4.1089,0.0,2.0445,0.0,0.0,0.0
000565.SZ,12.719795871987785,1.76057378251361,0.0547195622435021,0.0290793544740258,2.3965,120.7229,2.6047,0.0,0.0,0.0
000566.SZ,13.22721565695206,1.438068935492656,-0.2029795158286778,0.023822136715142,1.6445,0.0,1248.5209,0.0,0.0,0.0
000567.SZ,13.99303463079636,1.4565198743464216,0.1356877323420075,0.0269122579014235,1.3374,16.8749,1.9826,0.0,0.0,0.0
000568.SZ,16.399540000521974,0.4365865877765468,-0.1052579266474505,0.0143762000559127,0.5315,13.3218,2.568,0.0,0.0,0.0
000570.SZ,12.977546847738813,1.8373103425021573,-0.0823353293413173,0.0278518620299535,2.7632,53.0816,1.2302,0.0,0.0,0.0
000571.SZ,13.103978333461916,1.796088140196846,-0.0346534653465346,0.0338759482144712,2.9027,0.0,325.5593,0.0,0.0,0.0
000572.SZ,13.59968125308865,0.7848535505365682,-0.1478260869565217,0.0275577156919646,1.9681,0.0,5.1154,0.0,0.0,0.0
000573.SZ,12.587831628076264,1.6947378132868447,-0.065173116089613,0.0297125865204969,2.9532,0.0,1.7868,0.0,0.0,0.0
